person_age,person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_log,loan_amnt_log
28.0,female,Associate,4,MORTGAGE,EDUCATION,16.26,0.11,5.0,626,Yes,0,11.062285150850936,8.85366542803745
24.0,female,Bachelor,3,RENT,HOMEIMPROVEMENT,11.71,0.17,3.0,684,No,0,11.704049829778322,9.903487552536127
30.0,female,High School,5,MORTGAGE,HOMEIMPROVEMENT,11.52,0.07,8.0,603,Yes,0,12.105406648909783,9.392661928770137
29.0,female,Associate,9,RENT,VENTURE,13.37,0.05,6.0,695,No,0,11.402731062662516,8.411832675758411
26.0,male,Bachelor,5,RENT,HOMEIMPROVEMENT,6.44,0.07,5.0,641,Yes,0,11.20052711298135,8.474494436883122
32.0,female,High School,8,MORTGAGE,PERSONAL,13.81,0.04,6.0,608,Yes,0,12.614732644534858,9.409273194575334
27.0,female,Bachelor,6,RENT,PERSONAL,12.14,0.16,5.0,601,Yes,0,11.21686169737939,9.392661928770137
24.0,male,Master,1,RENT,EDUCATION,5.42,0.07,2.0,610,No,0,11.016972033201926,8.294049640102028
51.0,male,Bachelor,29,RENT,EDUCATION,13.57,0.24,19.0,626,Yes,0,10.726368298094252,9.29532469588118
30.0,male,Master,7,RENT,PERSONAL,15.75,0.1,10.0,663,No,0,11.020463525221196,8.699514748210191
25.0,female,Master,1,RENT,EDUCATION,10.38,0.16,4.0,693,Yes,0,10.790473050017694,8.987196820661973
28.0,male,High School,3,MORTGAGE,VENTURE,7.5,0.1,9.0,647,No,0,11.274084349048719,8.987196820661973
25.0,male,Bachelor,2,RENT,PERSONAL,7.91,0.08,4.0,605,Yes,0,11.453918284390197,8.865452825753623
35.0,male,Associate,12,MORTGAGE,HOMEIMPROVEMENT,10.62,0.26,12.0,658,Yes,0,11.461411093515364,10.126631103850338
25.0,male,Associate,0,RENT,EDUCATION,10.46,0.06,4.0,671,No,0,11.109727784304466,8.294049640102028
27.0,male,Master,4,RENT,MEDICAL,10.44,0.11,6.0,639,Yes,0,10.546183189599976,8.294049640102028
29.0,male,Bachelor,6,MORTGAGE,PERSONAL,7.25,0.1,9.0,613,Yes,0,11.493813998767182,9.210340371976184
23.0,female,Bachelor,0,MORTGAGE,EDUCATION,13.16,0.26,4.0,533,Yes,0,10.800004056710831,9.468696615046134
25.0,male,Associate,1,RENT,EDUCATION,8.03,0.08,4.0,532,Yes,0,10.802835563679972,8.294049640102028
27.0,female,High School,3,MORTGAGE,VENTURE,11.52,0.09,6.0,614,Yes,0,12.510833049516705,10.114518035966535
33.0,female,Master,12,RENT,HOMEIMPROVEMENT,11.0,0.12,9.0,700,Yes,0,11.34950024256013,9.210340371976184
30.0,female,Master,7,RENT,VENTURE,11.62,0.07,8.0,641,No,0,10.608143255278941,8.006367567650246
25.0,male,Bachelor,2,MORTGAGE,MEDICAL,7.9,0.19,3.0,596,Yes,0,11.884937196819173,10.239959789157341
27.0,male,High School,2,RENT,PERSONAL,7.04,0.1,5.0,641,Yes,0,11.274008159539978,8.987196820661973
36.0,female,Bachelor,13,RENT,EDUCATION,8.45,0.11,11.0,649,Yes,0,11.277734635745343,9.073030421011577
26.0,female,Bachelor,7,MORTGAGE,PERSONAL,13.16,0.29,4.0,627,Yes,0,11.131093872221541,9.903487552536127
29.0,male,High School,8,MORTGAGE,DEBTCONSOLIDATION,10.73,0.2,8.0,628,No,0,11.617825874795598,9.998797732340453
23.0,female,High School,0,MORTGAGE,MEDICAL,11.01,0.1,3.0,684,No,0,11.545305526433143,9.210340371976184
25.0,female,Associate,4,RENT,DEBTCONSOLIDATION,12.86,0.1,3.0,676,No,0,10.803852133860024,8.517193191416238
24.0,female,High School,0,MORTGAGE,DEBTCONSOLIDATION,6.86,0.07,3.0,534,Yes,0,11.201633526879315,8.517193191416238
33.0,male,Bachelor,10,MORTGAGE,VENTURE,17.09,0.12,5.0,641,Yes,0,12.001462534081469,9.909916840301031
28.0,male,Associate,3,RENT,MEDICAL,7.69,0.05,4.0,563,Yes,0,11.018005998221295,7.937374696163295
22.0,male,High School,0,RENT,VENTURE,7.51,0.14,4.0,639,No,0,10.697000294715387,8.699514748210191
25.0,male,High School,5,RENT,DEBTCONSOLIDATION,14.29,0.09,3.0,662,Yes,0,11.27606324151508,8.85366542803745
31.0,female,High School,12,RENT,DEBTCONSOLIDATION,12.8,0.07,9.0,644,No,0,12.614151002793143,9.903487552536127
26.0,female,Bachelor,7,MORTGAGE,EDUCATION,11.01,0.04,3.0,689,No,0,11.883405676175432,8.699514748210191
22.0,male,Bachelor,0,RENT,MEDICAL,7.58,0.16,5.0,618,Yes,0,10.856110213657674,9.047821442478408
24.0,female,Master,3,RENT,EDUCATION,8.4,0.09,3.0,596,Yes,0,10.759029904936185,8.294049640102028
33.0,female,Master,12,MORTGAGE,VENTURE,11.27,0.02,5.0,670,Yes,0,11.782601395479265,8.009695357742922
25.0,female,Bachelor,1,RENT,EDUCATION,6.03,0.17,4.0,657,No,0,10.764117571984855,8.987196820661973
26.0,female,Associate,2,RENT,VENTURE,10.46,0.05,3.0,647,No,0,10.661509135319276,7.600902459542082
26.0,female,Bachelor,3,OWN,EDUCATION,11.14,0.2,4.0,659,Yes,0,10.510395784979163,8.922658299524402
34.0,male,Bachelor,15,RENT,HOMEIMPROVEMENT,10.0,0.07,10.0,726,Yes,0,11.801976599828247,9.210340371976184
28.0,male,Master,0,MORTGAGE,EDUCATION,10.27,0.13,7.0,690,Yes,0,10.926226208625064,8.922658299524402
22.0,female,Bachelor,0,OWN,VENTURE,7.19,0.03,3.0,626,Yes,0,11.077825551732372,7.6577552711348655
34.0,male,Bachelor,10,RENT,MEDICAL,11.46,0.03,9.0,696,Yes,0,10.974642994971198,7.313220387090301
29.0,male,High School,9,RENT,VENTURE,5.82,0.19,6.0,670,Yes,0,10.99599792901277,9.30946146284399
27.0,female,High School,6,RENT,MEDICAL,10.54,0.17,8.0,660,Yes,0,10.975653191189254,9.217315985712608
27.0,female,Bachelor,5,MORTGAGE,VENTURE,9.47,0.15,6.0,553,Yes,0,11.433828143611526,9.509555680241636
23.0,female,High School,0,RENT,EDUCATION,7.5,0.09,4.0,606,Yes,0,11.484711158489056,9.104979856318357
41.0,male,Associate,21,RENT,DEBTCONSOLIDATION,19.03,0.19,11.0,654,Yes,0,10.74309160563336,9.090993614343617
28.0,male,Associate,6,RENT,MEDICAL,11.62,0.11,4.0,669,Yes,0,10.672924252515658,8.476371196895983
25.0,female,High School,4,MORTGAGE,MEDICAL,8.08,0.15,3.0,675,No,0,12.001480939610492,10.126631103850338
38.0,female,Associate,15,RENT,EDUCATION,11.83,0.02,9.0,616,Yes,0,10.765596612146298,6.907755278982137
26.0,female,Bachelor,2,MORTGAGE,VENTURE,13.29,0.11,3.0,670,No,0,11.806952366356816,9.615805480084347
27.0,male,Bachelor,7,RENT,EDUCATION,6.4,0.08,4.0,571,No,0,11.350065300787932,8.837100411162755
25.0,female,High School,0,RENT,DEBTCONSOLIDATION,11.32,0.08,4.0,584,No,0,10.346119984985732,7.824046010856292
24.0,male,Bachelor,2,RENT,DEBTCONSOLIDATION,10.33,0.08,2.0,616,Yes,0,11.017218312335938,8.517193191416238
37.0,male,Associate,13,MORTGAGE,HOMEIMPROVEMENT,10.14,0.1,11.0,655,Yes,0,11.058763688321779,8.779557455883728
26.0,male,Associate,3,MORTGAGE,VENTURE,12.3,0.17,2.0,550,Yes,0,11.344885439882043,9.546812608597396
46.0,male,High School,20,RENT,HOMEIMPROVEMENT,15.24,0.21,13.0,694,No,0,11.196171538365103,9.615805480084347
23.0,female,Master,0,RENT,MEDICAL,11.6,0.07,3.0,694,Yes,0,11.116425053622645,8.476371196895983
29.0,male,High School,6,MORTGAGE,DEBTCONSOLIDATION,12.42,0.19,9.0,548,Yes,0,11.602574194419768,9.95227771670556
28.0,male,High School,8,RENT,PERSONAL,13.17,0.13,5.0,666,No,0,10.637992584019639,8.612503371220562
25.0,female,Bachelor,3,MORTGAGE,PERSONAL,11.25,0.05,4.0,584,Yes,0,10.974351732001512,8.014666370464942
26.0,male,High School,5,MORTGAGE,HOMEIMPROVEMENT,9.27,0.05,4.0,574,No,0,11.37923405954434,8.294049640102028
23.0,male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,13.79,0.09,2.0,561,No,0,11.023649307900758,8.57772369115627
23.0,male,Master,0,RENT,PERSONAL,8.31,0.14,3.0,655,No,0,11.165564157016847,9.210340371976184
52.0,male,High School,32,RENT,PERSONAL,8.21,0.21,17.0,636,Yes,0,10.603709646768035,9.066008001086264
25.0,male,Associate,0,RENT,DEBTCONSOLIDATION,10.63,0.1,2.0,645,Yes,0,10.963636174752109,8.699514748210191
25.0,male,High School,2,MORTGAGE,PERSONAL,11.5,0.05,4.0,581,Yes,0,12.439958293376286,9.445096238618559
23.0,male,Associate,0,MORTGAGE,VENTURE,14.27,0.17,3.0,671,Yes,0,11.008827161953665,9.210340371976184
24.0,male,High School,0,RENT,EDUCATION,14.64,0.23,4.0,673,No,0,10.512763874058926,9.036225051729327
26.0,male,High School,3,RENT,DEBTCONSOLIDATION,16.41,0.11,4.0,633,No,0,10.81975828421028,8.630521876723241
26.0,male,Associate,3,RENT,PERSONAL,12.37,0.15,7.0,647,Yes,0,10.396016814019003,8.465899897028686
24.0,female,High School,3,MORTGAGE,VENTURE,12.25,0.19,2.0,703,No,0,11.544395061839623,9.903487552536127
24.0,female,High School,4,MORTGAGE,MEDICAL,8.66,0.13,4.0,611,Yes,0,10.752248627616684,8.733594061863055
31.0,female,Master,4,MORTGAGE,VENTURE,10.17,0.1,8.0,711,Yes,0,11.197556969613501,8.85366542803745
22.0,male,Master,1,RENT,PERSONAL,8.44,0.07,4.0,671,Yes,0,11.614542984349221,8.987196820661973
34.0,female,Associate,11,RENT,EDUCATION,10.36,0.14,10.0,677,Yes,0,10.487321973155373,8.517193191416238
31.0,male,Doctorate,7,MORTGAGE,DEBTCONSOLIDATION,6.93,0.05,8.0,726,No,0,11.797352244701337,8.699514748210191
25.0,male,High School,4,MORTGAGE,EDUCATION,9.65,0.05,4.0,640,Yes,0,11.198885727831211,8.294049640102028
24.0,female,High School,0,RENT,EDUCATION,6.87,0.08,6.0,650,Yes,0,10.402716190456456,7.826443135456014
58.0,male,Associate,33,RENT,MEDICAL,8.75,0.2,18.0,602,Yes,0,10.300483565552913,8.699514748210191
27.0,female,Bachelor,4,MORTGAGE,EDUCATION,13.19,0.13,7.0,621,Yes,0,11.408053718734054,9.394493583599107
24.0,female,High School,0,MORTGAGE,HOMEIMPROVEMENT,11.35,0.21,3.0,664,No,0,11.350371240731954,9.780019638535883
31.0,male,Bachelor,8,RENT,EDUCATION,12.95,0.09,9.0,696,Yes,0,10.43599638713326,8.006367567650246
27.0,female,Associate,4,RENT,PERSONAL,7.87,0.05,8.0,630,Yes,0,12.198861709107536,9.210340371976184
25.0,male,High School,4,MORTGAGE,MEDICAL,7.83,0.04,3.0,613,Yes,0,11.541784993650781,8.294049640102028
29.0,female,Associate,4,MORTGAGE,PERSONAL,7.15,0.29,6.0,696,Yes,0,10.633376414449176,9.392661928770137
27.0,male,Bachelor,3,MORTGAGE,VENTURE,7.83,0.05,8.0,618,Yes,0,11.61882483541973,8.699514748210191
25.0,female,High School,4,RENT,EDUCATION,11.83,0.15,4.0,601,Yes,0,10.913833131159125,8.987196820661973
24.0,female,Bachelor,0,RENT,MEDICAL,8.17,0.08,3.0,659,No,0,11.20196111826659,8.675904882571059
27.0,male,Master,3,RENT,PERSONAL,13.08,0.03,7.0,522,Yes,0,10.703828567198189,7.274479558773871
26.0,male,High School,2,MORTGAGE,EDUCATION,10.86,0.17,3.0,594,Yes,0,11.88410273990907,10.126631103850338
24.0,female,Bachelor,5,MORTGAGE,EDUCATION,6.85,0.03,3.0,672,No,0,11.541561511506561,7.951559331155252
27.0,female,Master,5,MORTGAGE,VENTURE,8.15,0.29,4.0,585,Yes,0,10.561629123897259,9.329100707697025
25.0,male,Associate,1,MORTGAGE,EDUCATION,14.98,0.39,4.0,584,Yes,0,10.994722696865189,10.05298456368204
24.0,male,Bachelor,0,RENT,DEBTCONSOLIDATION,11.36,0.07,4.0,676,Yes,0,10.955689343381573,8.294049640102028
24.0,female,Associate,0,RENT,DEBTCONSOLIDATION,7.79,0.13,4.0,589,Yes,0,11.353566244213358,9.305650551780507
34.0,male,Master,11,RENT,EDUCATION,12.51,0.13,14.0,724,Yes,0,11.161024820191797,9.14580185083861
24.0,male,Bachelor,5,MORTGAGE,EDUCATION,8.74,0.12,3.0,627,Yes,0,10.699574821882683,8.572249397164315
24.0,female,Master,1,RENT,EDUCATION,11.65,0.18,3.0,614,No,0,11.276570019683788,9.546812608597396
27.0,female,Master,4,RENT,MEDICAL,6.81,0.13,5.0,713,No,0,10.522934370166116,8.517193191416238
33.0,male,Bachelor,11,MORTGAGE,EDUCATION,16.75,0.09,7.0,697,Yes,0,12.03885445649353,9.615805480084347
26.0,male,Bachelor,2,RENT,EDUCATION,8.07,0.06,3.0,702,Yes,0,10.71871961364631,7.824046010856292
29.0,female,Associate,8,MORTGAGE,HOMEIMPROVEMENT,10.2,0.1,8.0,664,No,0,11.10712029904896,8.779557455883728
28.0,female,High School,3,MORTGAGE,VENTURE,12.21,0.17,5.0,680,Yes,0,11.080048049251726,9.28266103355581
28.0,female,Master,6,MORTGAGE,DEBTCONSOLIDATION,12.01,0.09,4.0,651,Yes,0,10.67929708343066,8.294049640102028
31.0,male,Associate,9,RENT,MEDICAL,10.77,0.16,9.0,599,Yes,0,10.941765802164538,9.090993614343617
28.0,female,High School,4,MORTGAGE,EDUCATION,11.44,0.09,9.0,616,Yes,0,11.27658268584803,8.85366542803745
25.0,male,Associate,2,RENT,EDUCATION,17.37,0.15,4.0,686,Yes,0,11.017677871167557,9.124782483614537
25.0,male,High School,5,RENT,MEDICAL,11.12,0.05,4.0,650,No,0,10.53297582498551,7.600902459542082
25.0,male,Associate,4,MORTGAGE,PERSONAL,9.5,0.11,4.0,576,Yes,0,11.482579653117847,9.305650551780507
25.0,male,High School,2,RENT,PERSONAL,11.01,0.13,3.0,625,Yes,0,10.629319711713425,8.612503371220562
29.0,female,Bachelor,4,RENT,MEDICAL,7.65,0.1,8.0,656,No,0,9.707655133714226,7.393263094763838
28.0,female,Associate,2,RENT,VENTURE,10.64,0.1,7.0,617,Yes,0,10.799514350728673,8.517193191416238
24.0,female,Associate,0,MORTGAGE,EDUCATION,8.99,0.14,4.0,565,No,0,11.883702505283432,9.903487552536127
25.0,male,Master,2,RENT,EDUCATION,7.41,0.04,4.0,684,Yes,0,10.571239999076129,7.313220387090301
25.0,male,Master,4,RENT,EDUCATION,6.04,0.14,4.0,509,Yes,0,10.55022423527341,8.552753366814787
23.0,female,High School,0,MORTGAGE,VENTURE,11.05,0.07,4.0,544,Yes,0,12.223573606415453,9.552013346996567
27.0,female,Bachelor,4,RENT,EDUCATION,14.27,0.19,5.0,644,Yes,0,10.792879740541583,9.131297164635729
32.0,female,Bachelor,11,MORTGAGE,DEBTCONSOLIDATION,10.15,0.13,6.0,700,No,0,11.058322632300516,8.987196820661973
30.0,female,Associate,8,MORTGAGE,HOMEIMPROVEMENT,12.46,0.2,8.0,546,Yes,0,11.217883038112156,9.615805480084347
28.0,male,Associate,7,MORTGAGE,EDUCATION,6.6,0.22,6.0,634,Yes,0,11.196926219136667,9.680344001221918
25.0,male,Bachelor,1,MORTGAGE,EDUCATION,11.81,0.29,3.0,549,Yes,0,11.375730225792383,10.126631103850338
25.0,female,Master,3,RENT,VENTURE,10.7,0.14,4.0,687,Yes,0,10.978814155095153,8.987196820661973
25.0,female,Associate,0,RENT,EDUCATION,6.03,0.08,5.0,555,Yes,0,11.027150113404021,8.476371196895983
23.0,male,High School,1,RENT,MEDICAL,7.51,0.02,3.0,647,Yes,0,10.875648090574092,6.907755278982137
29.0,male,Bachelor,8,RENT,DEBTCONSOLIDATION,14.06,0.2,6.0,667,Yes,0,10.938201115354007,9.335474102732949
25.0,female,High School,0,MORTGAGE,MEDICAL,12.17,0.11,6.0,628,Yes,0,11.246352355728682,9.082734247371036
30.0,female,Master,8,RENT,DEBTCONSOLIDATION,8.12,0.04,6.0,649,No,0,10.73848145732431,7.396335293800808
26.0,female,Bachelor,0,RENT,MEDICAL,10.58,0.09,3.0,546,Yes,0,11.34636307758596,8.922658299524402
24.0,female,High School,0,RENT,EDUCATION,5.42,0.2,3.0,652,No,0,10.88655804209982,9.287301413112312
34.0,male,High School,12,MORTGAGE,VENTURE,10.69,0.09,12.0,675,No,0,11.75944173380618,9.392661928770137
31.0,female,Master,7,MORTGAGE,MEDICAL,14.19,0.09,11.0,645,Yes,0,12.287717146570554,9.903487552536127
27.0,male,Master,4,MORTGAGE,EDUCATION,13.76,0.32,5.0,674,No,0,10.518321778536663,9.392661928770137
23.0,female,Associate,1,MORTGAGE,HOMEIMPROVEMENT,9.55,0.25,4.0,637,Yes,0,11.165889629485457,9.769041455983205
41.0,male,Master,17,RENT,DEBTCONSOLIDATION,13.43,0.04,15.0,642,No,0,10.853116344020794,7.600902459542082
25.0,male,High School,3,RENT,MEDICAL,13.87,0.05,2.0,590,No,0,10.512165576469624,7.600902459542082
22.0,male,Bachelor,0,RENT,EDUCATION,11.31,0.14,3.0,647,No,0,10.795567555695225,8.85366542803745
32.0,male,Bachelor,10,MORTGAGE,DEBTCONSOLIDATION,6.6,0.08,7.0,688,No,0,11.096667321032777,8.517193191416238
26.0,female,Bachelor,6,MORTGAGE,DEBTCONSOLIDATION,8.63,0.11,5.0,635,Yes,0,11.308100597315011,9.121509158269568
27.0,male,Bachelor,4,MORTGAGE,EDUCATION,5.82,0.04,6.0,599,Yes,0,11.89036140035689,8.587465244401569
29.0,male,Bachelor,10,RENT,DEBTCONSOLIDATION,10.35,0.11,6.0,673,Yes,0,11.750595001460495,9.546812608597396
27.0,male,Bachelor,1,RENT,VENTURE,10.42,0.25,5.0,653,Yes,0,11.02098701692272,9.615805480084347
25.0,male,High School,4,RENT,DEBTCONSOLIDATION,8.08,0.14,4.0,601,Yes,0,10.915215728843394,8.961237781491876
26.0,male,High School,2,RENT,DEBTCONSOLIDATION,10.71,0.01,5.0,598,Yes,0,11.39393920573059,6.907755278982137
36.0,female,Bachelor,8,OWN,HOMEIMPROVEMENT,10.07,0.2,14.0,612,Yes,0,11.215233459889129,9.615805480084347
23.0,male,Master,0,MORTGAGE,PERSONAL,6.34,0.09,4.0,608,Yes,0,11.65153021631891,9.210340371976184
36.0,male,Associate,9,RENT,VENTURE,12.49,0.12,11.0,667,No,0,10.62113220469646,8.517193191416238
32.0,male,Associate,11,MORTGAGE,EDUCATION,7.39,0.22,10.0,646,No,0,11.132031010796268,9.615805480084347
25.0,female,Bachelor,2,MORTGAGE,VENTURE,10.64,0.04,4.0,598,Yes,0,11.801182372172851,8.624072553043334
24.0,female,Bachelor,3,OWN,MEDICAL,9.92,0.63,4.0,603,Yes,0,10.130105062661839,9.674074388208323
25.0,male,High School,3,MORTGAGE,DEBTCONSOLIDATION,11.52,0.14,4.0,624,No,0,11.198474960237737,9.210340371976184
28.0,female,Bachelor,9,RENT,PERSONAL,12.87,0.22,6.0,658,No,0,11.503541573659888,9.985666438493771
25.0,male,Associate,0,MORTGAGE,DEBTCONSOLIDATION,5.99,0.04,4.0,681,Yes,0,11.1906243421228,8.006367567650246
26.0,male,Bachelor,1,OWN,PERSONAL,8.22,0.15,6.0,588,Yes,0,11.050778888089262,9.169518377455928
27.0,male,Bachelor,5,RENT,MEDICAL,14.59,0.19,4.0,542,Yes,0,11.075396770265694,9.392661928770137
24.0,male,High School,2,MORTGAGE,HOMEIMPROVEMENT,10.07,0.04,4.0,556,Yes,0,11.778407939686096,8.517193191416238
24.0,male,Associate,0,OWN,HOMEIMPROVEMENT,7.07,0.16,3.0,667,No,0,10.84675122191171,8.987196820661973
27.0,male,Bachelor,3,RENT,EDUCATION,10.9,0.15,6.0,684,No,0,10.620473322575915,8.699514748210191
22.0,female,Bachelor,3,OWN,VENTURE,10.69,0.08,3.0,511,Yes,0,10.67466002253384,8.1886891244442
26.0,male,High School,4,MORTGAGE,EDUCATION,11.68,0.2,5.0,624,Yes,0,11.751643108069283,10.126631103850338
29.0,female,High School,5,MORTGAGE,MEDICAL,10.96,0.08,7.0,693,Yes,0,11.017923976551122,8.517193191416238
25.0,male,Bachelor,2,MORTGAGE,VENTURE,9.12,0.09,2.0,656,Yes,0,11.06057313095659,8.699514748210191
29.0,male,Bachelor,5,MORTGAGE,HOMEIMPROVEMENT,10.28,0.1,8.0,659,Yes,0,11.701477571514818,9.39391114817057
28.0,male,Master,5,MORTGAGE,DEBTCONSOLIDATION,10.07,0.09,6.0,573,Yes,0,11.279933577601204,8.85366542803745
25.0,female,Associate,1,RENT,PERSONAL,10.49,0.08,5.0,571,Yes,0,11.017218312335938,8.538758969330798
33.0,male,Associate,8,MORTGAGE,HOMEIMPROVEMENT,10.54,0.07,12.0,564,Yes,0,12.10808488420176,9.392661928770137
28.0,male,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,12.62,0.04,4.0,513,Yes,0,11.197748858209055,8.078998258685154
28.0,male,Associate,6,RENT,EDUCATION,12.92,0.16,6.0,553,Yes,0,10.833760081930702,8.987196820661973
34.0,male,Bachelor,14,RENT,MEDICAL,10.53,0.1,10.0,719,No,0,10.847043195558296,8.494333897270154
28.0,female,Associate,9,RENT,PERSONAL,14.35,0.07,10.0,529,No,0,10.978882390028053,8.294049640102028
31.0,male,Master,10,MORTGAGE,PERSONAL,11.68,0.08,6.0,623,Yes,0,11.51162461923718,8.987196820661973
25.0,male,Master,2,MORTGAGE,VENTURE,11.94,0.07,4.0,697,No,0,11.541891858762824,8.922658299524402
24.0,female,Bachelor,1,MORTGAGE,MEDICAL,14.07,0.04,2.0,675,Yes,0,11.167360010069897,8.064007347096661
27.0,male,High School,5,RENT,PERSONAL,7.2,0.16,4.0,554,Yes,0,10.93693890418386,9.104979856318357
25.0,female,Associate,0,RENT,VENTURE,9.32,0.19,4.0,661,Yes,0,11.421938924750782,9.740968623038354
27.0,female,Master,4,MORTGAGE,PERSONAL,12.09,0.06,6.0,644,Yes,0,12.253476134423977,9.392661928770137
24.0,female,Bachelor,0,MORTGAGE,EDUCATION,9.01,0.13,5.0,676,No,0,10.930138281806371,8.922658299524402
25.0,male,High School,0,RENT,VENTURE,7.62,0.1,4.0,576,Yes,0,10.954885934088674,8.699514748210191
42.0,female,Associate,16,MORTGAGE,EDUCATION,8.8,0.1,16.0,611,Yes,0,11.543609847101223,9.210340371976184
23.0,male,High School,0,RENT,VENTURE,13.05,0.1,4.0,580,No,0,11.202288602372892,8.881836305004146
26.0,female,Bachelor,5,MORTGAGE,EDUCATION,9.98,0.14,5.0,658,No,0,10.918718232265187,8.922658299524402
34.0,female,Associate,13,RENT,VENTURE,10.33,0.2,9.0,609,Yes,0,11.072107752919068,9.471858124407284
26.0,male,Master,2,MORTGAGE,MEDICAL,9.52,0.05,5.0,659,Yes,0,11.60271132285905,8.627302414096267
26.0,male,High School,7,RENT,DEBTCONSOLIDATION,9.12,0.05,4.0,495,Yes,0,11.05940916958194,8.006367567650246
22.0,male,Associate,0,MORTGAGE,VENTURE,11.95,0.11,4.0,637,Yes,0,11.279314824306175,9.039196115772354
24.0,male,High School,3,RENT,VENTURE,15.26,0.13,4.0,607,Yes,0,11.27554352721948,9.210340371976184
24.0,female,Master,0,RENT,EDUCATION,11.83,0.08,3.0,649,No,0,11.140571095927864,8.624252263709645
25.0,female,Bachelor,3,MORTGAGE,HOMEIMPROVEMENT,6.75,0.06,4.0,697,No,0,11.481568947807082,8.699514748210191
34.0,male,Associate,10,MORTGAGE,EDUCATION,9.05,0.05,6.0,662,Yes,0,11.467247951473576,8.479283618343016
26.0,male,Associate,2,RENT,DEBTCONSOLIDATION,9.12,0.06,3.0,592,Yes,0,10.667023296818002,7.824046010856292
32.0,female,Associate,8,RENT,MEDICAL,16.85,0.09,9.0,606,Yes,0,9.86635665419792,7.491645473605133
22.0,female,Bachelor,0,RENT,MEDICAL,8.0,0.09,4.0,566,No,0,10.694078997756927,8.294049640102028
24.0,female,Associate,3,MORTGAGE,MEDICAL,8.12,0.04,3.0,647,Yes,0,11.963899168309158,8.699514748210191
35.0,male,Associate,13,MORTGAGE,HOMEIMPROVEMENT,10.97,0.14,7.0,622,Yes,0,11.562153628442054,9.615805480084347
27.0,female,Bachelor,5,RENT,VENTURE,13.82,0.07,4.0,599,Yes,0,12.314115061675762,9.615805480084347
29.0,male,Associate,8,MORTGAGE,MEDICAL,10.42,0.1,9.0,667,No,0,11.24339760309849,8.907070776182689
35.0,female,Master,13,RENT,VENTURE,11.57,0.03,10.0,696,No,0,11.379462641423364,7.795234929002173
31.0,female,Associate,8,RENT,PERSONAL,7.01,0.09,8.0,652,Yes,0,11.130449079631902,8.77230041793584
29.0,female,High School,3,MORTGAGE,VENTURE,9.93,0.18,8.0,686,Yes,0,10.82361093043046,9.104979856318357
31.0,male,Bachelor,8,MORTGAGE,EDUCATION,9.86,0.08,7.0,651,Yes,0,11.45653499148271,8.987196820661973
32.0,female,Associate,4,MORTGAGE,EDUCATION,8.92,0.13,10.0,568,Yes,0,11.4164696291526,9.392661928770137
26.0,female,Associate,6,RENT,DEBTCONSOLIDATION,7.68,0.03,6.0,589,Yes,0,11.036823277262624,7.650644551436897
25.0,male,High School,1,MORTGAGE,HOMEIMPROVEMENT,6.59,0.02,3.0,651,Yes,0,11.963421298452696,8.006367567650246
25.0,female,Associate,1,RENT,HOMEIMPROVEMENT,7.75,0.1,4.0,613,No,0,11.446411660911888,9.104979856318357
27.0,male,High School,7,MORTGAGE,DEBTCONSOLIDATION,11.01,0.19,4.0,629,No,0,11.163268693090563,9.481283120423665
34.0,male,Bachelor,10,MORTGAGE,DEBTCONSOLIDATION,6.5,0.07,14.0,658,Yes,0,11.438029490116222,8.72371943690701
37.0,female,High School,12,RENT,MEDICAL,6.87,0.06,13.0,543,Yes,0,10.442521552565708,7.563200592358071
29.0,female,Bachelor,6,MORTGAGE,EDUCATION,6.39,0.06,7.0,613,Yes,0,11.038544268141527,8.294049640102028
23.0,male,High School,0,RENT,MEDICAL,13.1,0.14,2.0,555,No,0,10.848948661710063,8.85366542803745
33.0,male,Associate,11,MORTGAGE,DEBTCONSOLIDATION,8.52,0.25,5.0,576,Yes,0,11.200499778627531,9.798127036878302
26.0,female,High School,3,RENT,PERSONAL,11.01,0.13,4.0,613,Yes,0,11.203542965539109,9.190137664658664
28.0,female,Associate,2,MORTGAGE,EDUCATION,9.49,0.14,10.0,647,Yes,0,11.884482124827207,9.903487552536127
31.0,male,High School,6,MORTGAGE,PERSONAL,12.36,0.1,6.0,698,No,0,11.021624652135246,8.740336742730447
27.0,male,High School,5,RENT,DEBTCONSOLIDATION,6.3,0.1,9.0,637,Yes,0,10.61019241102814,8.294049640102028
26.0,male,Associate,2,RENT,EDUCATION,12.17,0.17,3.0,642,Yes,0,10.980876204752612,9.210340371976184
28.0,female,Master,6,MORTGAGE,EDUCATION,14.67,0.3,6.0,660,Yes,0,10.936583063952368,9.72082593792907
26.0,female,Associate,4,RENT,MEDICAL,10.04,0.02,3.0,623,Yes,0,11.652417805788762,7.783224016336037
30.0,female,Bachelor,9,RENT,EDUCATION,10.58,0.1,8.0,625,No,0,11.884820001105645,9.615805480084347
38.0,male,High School,15,RENT,EDUCATION,7.2,0.05,12.0,702,Yes,0,10.6782377612977,7.600902459542082
23.0,male,Associate,1,MORTGAGE,EDUCATION,9.98,0.1,3.0,624,No,0,11.380604767729618,9.104979856318357
